Nomor Kontrak,Kategori,Uraian Pekerjaan,Unit,Harga Satuan,Update Terakhir
7207250142,ON-CALL BASIS,"Jasa Sewa Alat Berat On Call Basis (Include Operator, Rigger, Helper, BBM & Sertifikasi), Additional Mobile Crane Capacity 80T (On Call)",Month,210000000,2026-09-10 11:51:00
7207250142,ON-CALL BASIS,"Jasa Sewa Alat Berat On Call Basis (Include Operator, Rigger, Helper, BBM & Sertifikasi), Mobile Crane Capacity 100T (On Call)",Month,350000000,2026-09-10 11:51:00
7207250142,ON-CALL BASIS,"Jasa Sewa Alat Berat On Call Basis (Include Operator, Rigger, Helper, BBM & Sertifikasi), Telehandler Capacity 5T (On Call)",Month,80000000,2026-09-10 11:51:00
7207250142,ON-CALL BASIS,"Jasa Sewa Alat Berat On Call Basis (Include Operator, Rigger, Helper, BBM & Sertifikasi), Telehandler Capacity 3T (On Call)",Month,75000000,2026-09-10 11:51:00
7207250142,ON-CALL BASIS,"Jasa Sewa Alat Berat On Call Basis (Include Operator, Rigger, Helper, BBM & Sertifikasi), Telehandler Capacity 3T (On Call)",Month,75000000,2026-09-10 11:51:00
7207250142,JASA MOBILISASI,"Jasa Mob - Demob (Per Unit), Mobilisasi Semua Alat Berat Dari Luar Luwuk ke Luwuk (Monthly Basis)",Ls,400000000,2026-09-10 11:51:00
7207250142,JASA MOBILISASI,"Jasa Mob - Demob (Per Unit), Mobilisasi & Demobilisasi Alat Berat Crane dan Telehandler Dari Luar Luwuk ke Luwuk (On Call Basis)",Ls,300000000,2026-09-10 11:51:00
7207250142,JASA MOBILISASI,"Jasa Mob - Demob (Per Unit), Mobilisasi Untuk Alat Berat Diluar TMC, Vacuum Truck, Dump Truck & Tank Truck Dari Luwuk ke Senoro (Monthly dan On Call Basis) (Tronton/Trailer)",Trip,7500000,2026-09-10 11:51:00
7207250142,JASA MOBILISASI,"Jasa Mob - Demob (Per Unit), Demobilisasi Untuk Alat Berat Diluar TMC, Vacuum Truck, Dump Truck & Tank Truck Dari Luwuk ke Senoro (Monthly dan On Call Basis) (Tronton/Trailer)",Trip,7500000,2026-09-10 11:51:00
7207250142,JASA MOBILISASI,"Jasa Mob -- Demob (Per Unit), Mobilisasi dan Demobilisasi Alat berat Antar Lokasi Area Senoro Dengan Tronton / Trailer / Low Bed (Monthly dan On Call Basis)",Trip,8500000,2026-09-10 11:51:00
7203250036,MONTHLY BASIS,Daily Rate,Day,1197000,2026-09-10 11:51:00
7203250036,MONTHLY BASIS,Standby Rate,Ls,598500,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,PPE - Safety rubber boot,Ea,500000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,PPE - Safety boot,Ea,850000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,PPE - Safety helmet,Ea,500000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"PPE - Safety helmet, white, full brim",Ea,750000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,PPE - Safety glasses,Ea,200000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,PPE - PVC Cotton hand glove,Ea,100000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,PPE - PVC Dotted Hand Gloves,Ea,150000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Ear Plug, Reusable",Ea,15000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Ear Plug, Corded Reusable",Ea,50000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,EAR MUFF NRR 30 Db,Ea,250000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,masker Full face respiratory with double cartridge,Ea,3000000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Safety mask, half face respiratory with single cartridge",Ea,600000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,masker Dust,Ea,260000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"""Stored pressure dry chemical fire extinguisher
6kg weight """,Ea,3500000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Wheeled type dry chemical fire extinguisher, 50kg weight",Ea,30000000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Carbon Dioxide fire extinguisher,23kg",Ea,25000000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Mechanical foam fire extinguisher, 30ltr",Ea,25000000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"First Aid kit, to cover 50 personnel",Ea,5000000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,Chemical retardant coats (chemical protective clothing),Ea,6750000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Fire suits, waterproof",Ea,2500000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,5lb brass hammer,Ea,3250000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Safety/Hazard Signs ukuran 40x60 cm2,",Ea,2500000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Barricade Tape/ police line 3"" panjang @300m",Ea,250000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Megaphone Handheld c/w sirene, external microphone,",Ea,2250000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,Jas Hujan (model jaket + celana),Ea,275000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,HSE Hazard Observation card/Stop Card,Rim,1000000,2026-09-10 11:51:00
7201250141,SAFETY EQUIPMENT,"Senter Kepala Led High Luminance, 3 baterai AAA",AU,250000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,Supply air (pemboran dan/ atau wellservices),AU,75000,2026-09-10 11:51:00
7201250141,JASA MOBILISASI,Supply air (pemboran dan/ atau wellservices),AU,75000,2026-09-10 11:51:00
7201250141,JASA MOBILISASI,Supply air (pemboran dan/ atau wellservices),m3,75000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,Supply air (pemboran dan/ atau wellservices),m3,75000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,Pembuatan sumur bor untuk air bersih/ air tawar,AU,10000000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,Domestic or semi industrial water pump,Month,5000000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,"Heavy duty centrifugal pump minimum 200 gpm  c/w diesel engine and clucth, include operator",Month,30000000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,"Duplex pump minimum 200 gpm  c/w diesel engine and clucth, include operator",Month,30000000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,"Water pipeline supply, 3-1/2""",m,500000,2026-09-10 11:51:00
7201250141,WATER SUPPLAY,"Water pipeline supply, 3-1/2""",m,500000,2026-09-10 11:51:00
7201250141,MEDICAL SYSTEM,Ambulance c/w Paramedic & Driver,m,65000000,2026-09-10 11:51:00
7201250141,MEDICAL SYSTEM,Ambulance c/w Paramedic & Driver,Month,65000000,2026-09-10 11:51:00
7201250141,CAR & TANSPORTATION,"Double cabin 4x4, diesel engine + driver + BBM,",Day,1600000,2026-09-10 11:51:00
7201250141,CAR & TANSPORTATION,"Station wagon 7 seater diesel engine + driver + BBM,",Day,1600000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - CPP Senoro  atau sebaliknya c/w BBM & driver",Day,6900000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - CPP Senoro  atau sebaliknya c/w BBM & driver",Day,6900000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - CPP Senoro  atau sebaliknya c/w BBM & driver",AU,6900000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5750000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Senoro 1 atau sebaliknya c/w BBM & driver",AU,7000000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Senoro 2 atau sebaliknya c/w BBM & driver",AU,7130000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Senoro 3 atau sebaliknya c/w BBM & driver",AU,7590000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,7000000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,6900000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,7000000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster B atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,7000000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Luwuk - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,7000000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,5980000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 2 atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 3 atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20' atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster B atau sebaliknya c/w BBM & driver",AU,5980000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,5980000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5980000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6440000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 3 atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster B atau sebaliknya c/w BBM & driver",AU,6440000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6440000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster B atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 4 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6440000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 4 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster B atau sebaliknya c/w BBM & driver",AU,5750000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 5 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 5 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster B atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 6 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5060000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 6 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,5980000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 6 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 6 - Cluster B atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 6 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Senoro 6 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster B - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5750000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster B - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6670000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster B - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster B - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster B - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6210000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Cendanapura 2 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Cendanapura 2 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6210000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Cluster Cendanapura 2 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Contractor's alternative jetty - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Contractor's alternative jetty - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5290000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Tankian Jetty - CPP Senoro atau sebaliknya c/w BBM & driver",AU,5520000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - CPP Senoro  atau sebaliknya c/w BBM & driver",AU,8165000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Tankian  Jetty atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,7015000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Cluster Senoro 1 atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Cluster Senoro 2 atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Cluster Senoro 3 atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,8165000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Luwuk - Cluster B atau sebaliknya c/w BBM & driver",AU,9500000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Luwuk - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 20"" atau tronton 15 ton, call out, Luwuk - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,8250000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 2 atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 3 atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
